,Magnetometerx,Magnetometery,Magnetometerz
0,-1.568,-1.568,0.29400000000000004
1,-1.568,-1.568,0.196
2,-1.568,-1.568,0.29400000000000004
3,-1.568,-1.568,0.29400000000000004
4,-1.568,-1.568,0.29400000000000004
5,-1.568,-1.568,0.196
6,-1.568,-1.568,0.196
7,-1.568,-1.568,0.098
8,-1.568,-1.568,0.098
9,-1.568,-1.568,0.098
10,-1.568,-1.568,0.098
11,-1.568,-1.568,0.196
12,-1.568,-1.568,0.098
13,-1.568,-1.568,0.098
14,-1.568,-1.568,0.098
15,-1.568,-1.568,0.098
16,-1.568,-1.568,0.098
17,-1.568,-1.568,0.196
18,-1.568,-1.568,0.196
19,-1.568,-1.568,0.196
20,-1.568,-1.568,0.196
21,-1.568,-1.568,0.196
22,-1.568,-1.568,0.196
23,-1.568,-1.568,0.196
24,-1.568,-1.568,0.29400000000000004
25,-1.568,-1.568,0.29400000000000004
26,-1.568,-1.568,0.29400000000000004
27,-1.568,-1.568,0.29400000000000004
28,-1.568,-1.568,0.29400000000000004
29,-1.568,-1.568,0.29400000000000004
30,-1.568,-1.568,0.196
31,-1.568,-1.568,0.196
32,-1.568,-1.568,0.196
33,-1.568,-1.568,0.29400000000000004
34,-1.568,-1.568,0.196
35,-1.568,-1.568,0.196
36,-1.568,-1.568,0.196
37,-1.568,-1.568,0.196
38,-1.568,-1.568,0.196
39,-1.568,-1.568,0.196
40,-1.568,-1.568,0.196
41,-1.568,-1.568,0.196
42,-1.568,-1.568,0.196
43,-1.568,-1.568,0.196
44,-1.568,-1.568,0.0
45,-1.568,-1.568,0.29400000000000004
46,-1.568,-1.568,0.098
47,-1.568,-1.568,0.098
48,-1.568,-1.568,0.098
49,-1.568,-1.568,0.098
50,-1.568,-1.568,0.29400000000000004
51,-1.568,-1.568,0.196
52,-1.568,-1.568,0.29400000000000004
53,-1.568,-1.568,0.29400000000000004
54,-1.568,-1.568,0.29400000000000004
55,-1.568,-1.568,0.29400000000000004
56,-1.568,-1.568,0.098
57,-1.568,-1.568,0.196
58,-1.568,-1.568,0.29400000000000004
59,-1.568,-1.568,0.29400000000000004
60,-1.568,-1.568,0.29400000000000004
61,-1.568,-1.568,0.29400000000000004
62,-1.568,-1.568,0.196
63,-1.568,-1.568,0.196
64,-1.568,-1.568,0.196
65,-1.568,-1.568,0.196
66,-1.568,-1.568,0.196
67,-1.568,-1.568,0.098
68,-1.568,-1.568,0.29400000000000004
69,-1.568,-1.568,0.392
70,-1.568,-1.568,0.392
71,-1.568,-1.568,0.392
72,-1.568,-1.568,0.29400000000000004
73,-1.568,-1.568,0.29400000000000004
74,-1.568,-1.568,0.196
75,-1.568,-1.568,0.196
76,-1.568,-1.568,0.196
77,-1.568,-1.568,0.196
78,-1.568,-1.568,0.29400000000000004
79,-1.568,-1.568,0.196
80,-1.568,-1.568,0.196
81,-1.568,-1.568,0.196
82,-1.568,-1.568,0.196
83,-1.568,-1.568,0.196
84,-1.568,-1.568,0.196
85,-1.568,-1.568,0.196
86,-1.568,-1.568,0.196
87,-1.568,-1.568,0.196
88,-1.568,-1.568,0.196
89,-1.568,-1.568,0.098
90,-1.568,-1.568,0.196
91,-1.568,-1.568,0.196
92,-1.568,-1.568,0.196
93,-1.568,-1.568,0.196
94,-1.568,-1.568,0.196
95,-1.568,-1.568,0.196
96,-1.568,-1.568,0.196
97,-1.568,-1.568,0.196
98,-1.568,-1.568,0.196
99,-1.568,-1.568,0.196
