,Magnetometerx,Magnetometery,Magnetometerz
0,0.98,0.882,3.136
1,1.1760000000000002,0.882,3.136
2,1.078,0.686,3.136
3,1.078,0.686,3.136
4,1.078,0.686,3.136
5,1.078,0.686,3.136
6,0.882,0.5880000000000001,3.136
7,1.078,0.5880000000000001,3.136
8,1.1760000000000002,0.5880000000000001,3.136
9,1.1760000000000002,0.5880000000000001,3.136
10,1.1760000000000002,0.5880000000000001,3.136
11,1.1760000000000002,0.5880000000000001,3.136
12,1.078,0.784,3.136
13,0.98,0.686,3.136
14,0.98,0.686,3.136
15,0.98,0.686,3.136
16,0.98,0.686,3.136
17,0.882,0.392,3.136
18,1.1760000000000002,0.784,3.136
19,1.078,0.5880000000000001,3.136
20,1.078,0.5880000000000001,3.136
21,1.078,0.5880000000000001,3.136
22,1.078,0.5880000000000001,3.136
23,0.98,0.98,3.136
24,1.1760000000000002,0.5880000000000001,3.136
25,1.078,0.5880000000000001,3.136
26,1.078,0.5880000000000001,3.136
27,1.078,0.5880000000000001,3.136
28,1.078,0.5880000000000001,3.136
29,0.98,0.882,3.136
30,1.274,0.784,3.136
31,0.784,0.882,3.136
32,0.784,0.882,3.136
33,0.784,0.882,3.136
34,0.98,0.784,3.136
35,1.078,0.882,3.136
36,1.078,0.686,3.136
37,1.078,0.686,3.136
38,1.078,0.686,3.136
39,1.078,0.686,3.136
40,0.882,0.686,3.136
41,1.078,0.784,3.136
42,1.1760000000000002,0.784,3.136
43,1.1760000000000002,0.784,3.136
44,1.1760000000000002,0.784,3.136
45,1.1760000000000002,0.784,3.136
46,1.078,0.686,3.136
47,1.078,0.686,3.136
48,1.078,0.686,3.136
49,1.078,0.686,3.136
50,1.078,0.686,3.136
51,0.686,0.5880000000000001,3.136
52,0.882,0.5880000000000001,3.136
53,0.98,0.882,3.136
54,0.98,0.882,3.136
55,0.98,0.882,3.136
56,0.98,0.882,3.136
57,0.98,0.882,3.136
58,0.98,0.784,3.136
59,0.98,0.5880000000000001,3.136
60,0.98,0.5880000000000001,3.136
61,0.98,0.5880000000000001,3.136
62,1.078,0.784,3.136
63,0.882,0.882,3.136
64,1.078,0.686,3.136
65,1.078,0.686,3.136
66,1.078,0.686,3.136
67,1.078,0.686,3.136
68,1.078,0.686,3.136
69,0.98,0.5880000000000001,3.136
70,1.078,0.784,3.136
71,1.078,0.784,3.136
72,1.078,0.784,3.136
73,0.98,0.686,3.136
74,1.078,0.784,3.136
75,0.882,0.5880000000000001,3.136
76,0.882,0.5880000000000001,3.136
77,0.882,0.5880000000000001,3.136
78,0.882,0.5880000000000001,3.136
79,0.784,0.784,3.136
80,0.784,0.784,3.136
81,1.078,0.49,3.136
82,1.078,0.49,3.136
83,1.078,0.49,3.136
84,0.882,0.686,3.136
85,0.98,0.686,3.136
86,1.078,0.882,3.136
87,1.078,0.882,3.136
88,1.078,0.882,3.136
89,1.078,0.882,3.136
90,1.078,0.5880000000000001,3.136
91,1.078,0.784,3.136
92,0.784,0.49,3.136
93,0.784,0.49,3.136
94,0.784,0.49,3.136
95,0.784,0.49,3.136
96,0.784,0.882,3.136
97,0.882,0.784,3.136
98,0.882,0.784,3.136
99,0.882,0.784,3.136
